Income Group,Region,1.01 Established business ownership (GEM),1.02 Total early-stage entrepreneurial activity (GEM),1.03 Political and operational stability (GII),1.04 Government effectiveness (GII),1.05 Policies for doing business (GII),1.06 Property Rights (IEF),1.07 Government Integrity (IEF),1.08 Labor Freedom (IEF),1.09 Trade freedom (IEF),1.10 Corruption Perceptions Index (TI),1.11 ICT regulatory environment (NRI),1.12 Regulation of emerging technologies (NRI),1.13 New business density (WB),1.14 Tax administration as a major constraint (WB),1.15 Tax rates as a major constraint (WB),2.01a Graduates in science & engineering (%) (GII),2.01b Researchers/Professionals engaged in R&D per million population (GII),2.01c ICT skills in the education system (NRI),2.02a GERD as a % GDP (UNESCO),2.02b GERD financed by business enterprise (NRI),2.02c GERD performed by business enterprise (NRI),2.02d R&D expenditure by governments and higher education (NRI),2.03a Mobile and internet banking transactions per 1000 adults (IMF),2.03b Robot density (NRI),2.03c Secure Internet servers (NRI),2.03d Fablabs per million population (Fablabs.io),2.04a Computer software spending (NRI),2.04b University-industry research collaborations (GII),"2.04c Trade, Diversification & Market Scale (GII)",2.05aTertiary inbound mobility (GII),2.05b QS university ranking (GII),"2.05c Research talent, % in businesses (GII)",2.05d Scientific and technical articles/bn PPP$ GDP (GII),2.05e. GitHub commit pushes received (GII),3.01a Entrepreneurship perceived capabilities (GEM),3.01b % school grads in tertiary education (GII),3.02a Ease of Access to Entrepreneurial Finance (GEM),3.02b Credit (GII),"3.02c Market capitalization, % GDP (GII)","3.02d Venture capital recipients, deals/bn PPP$ GDP (GII)","3.02e Venture capital received, value, % GDP (GII)",3.03a Bancarization (WB),3.03b Electricity access,3.03c Commercial and proffesional infrastructure (GEM),3.03d Physical infrastructure (GEM),"3.03e Electricity output, GWh/mn pop (GII)",3.03f Access to technology (NRI),"3.04a Balance of trade, % GDP (WB)",3.04b Domestic Market Scale (GII),3.05a Entrepreneurial intentions (GEM),3.05b Fear of failure (GEM),3.05c Entrepreneurship as a Good Career choice (GEM),3.05d High Status to Successful Entrepreneurs (GEM),3.05e Business Freedom (IEF),4.01 Economic Complexity Index (ECI),4.02 State of cluster development and depth (GII),4.03 Attracting and retaining talent (WTR),4.04 Foreign highly skilled personnel (WTR),5.01 Social Progress Index (SPI),5.02 Environmental performance (GII),5.03 Population below international poverty line (SDG 1 - No poverty),5.04 Prevalence of undernourishment (SDG 2 - Zero Hunger),5.05 Proportion of urban population living in slums (SDG 11 - Sustainable Cities and Communities),6.01 GDP per capita (IMF),6.02 Adjusted GDP growth per capita (SDG 8 - Decent Jobs and Economic Growth),6.03 Unemployment rate of population 15 years of age and older (SDG 8 - Decent Jobs and Economic Growth),6.04 Annual growth rate of GDP (WB),6.05 FDI inward flow as % of GDP (UNCTAD),SDG Index Score,International Spillovers Score
Upper middle income,Latin America & Caribbean,,,0.7454545455,0.5862813623,0.5484572252000001,0.6579999999999999,0.486,0.644,0.7,0.44,0.7471,,0.5497387616199086,0.09573522878720558,0.002096907062083223,,,0.3669,,,,,0.3960032157427214,,0.405,0.7060709279828981,0.37479999999999997,0.44836550000000003,0.2302734,,0.0,,0.1025648505,0.01965777872,,,,0.24983333984523298,0.3258251,0.1054547,0.0,0.5714285714285714,1.0,,,0.07243776,0.5853,0.08625150328039144,0.00453137,,,,,0.5810384238598019,0.14111627166802473,0.4647456,,,0.6107431661457559,0.456,0.97631,0.81797,0.33777999999999997,0.41527877985690487,0.44628999999999996,0.69217,0.046,0.18131044695613216,0.6901595819327732,0.919239090909091
High income,East Asia & Pacific,0.5410193664831877,0.054444444444444434,0.8909090908999999,0.8408054688,0.6506032149000001,0.941,0.807,0.6679999999999999,0.752,0.73,0.7,0.7263,0.2066987491458154,,,0.3449141,0.6253758,0.358,0.9947771616463934,0.9686,0.6765000000000001,0.5785,,0.5945,0.8009000000000001,0.49326489458318007,0.2245,0.5909515,0.9324626,0.1392199857,0.8066666667,0.9127828579,0.2451893402,0.1374601987,-0.4816524644615357,,0.6660482374768089,0.5956387922908802,0.4475927,0.27939139999999996,0.07150167,0.9682539682539683,1.0,0.40292275574112735,0.8998330550918198,0.3984651,0.8072,0.5232322886659132,1.0,-0.027265745007680486,0.18474041344484782,-0.46945422535211256,0.19034913426057343,0.8117992815935559,0.2893730173620358,0.6439246,0.9981669721713049,0.1657263751763047,0.9756288138115791,0.5720000000000001,0.99449,0.9409000000000001,1.0,0.8195743534131358,0.6576099999999999,0.91571,0.016570711170000002,0.04239181587619611,0.795816911764706,0.6725800000000001
Upper middle income,Middle East & North Africa,,,0.6545454545,0.5217427413,0.5665286382,0.541,0.483,0.574,0.7140000000000001,0.49,0.9412,0.5579,0.1972478980901867,0.004664593513993642,0.7509922863775931,0.6406722,,0.7219,,,,,0.48605977156993374,,0.392,0.6807229680726943,0.23600000000000002,0.5281664,0.566173,0.32615130649999996,0.1546666667,,0.500668102,0.04400733351,,0.20387170000000002,,0.28665115950418746,0.17678280000000002,0.2309377,0.4842706,0.1587301587301587,0.998275622023659,,,0.09831809,0.5334,0.021275540697988617,0.023018510000000002,,,,,0.4090562751714377,0.45573760475327396,0.6121745,0.2382936177303782,0.46594801531331853,0.4579426501959615,0.436,0.99972,0.7754099999999999,0.77,0.3627610468317192,0.57218,0.27799,0.022281384129999998,0.11460733358222099,0.6941181799719888,0.9202545454545453
Upper middle income,Europe & Central Asia,,,0.6909090909,0.5305169051,0.4103697141,0.5479999999999999,0.369,0.627,0.748,0.37,0.4824,0.4132,0.6805680134384898,0.9353620613060861,0.8753089193439677,0.4929824,0.07074275000000001,0.38170000000000004,0.0439850799007433,0.5864,0.0131,0.0273,1.060531846462256,,0.6466,0.49699333263403894,0.012,0.2956566,0.5660904,0.1464281095,0.34700000000000003,,0.04842008429,0.0224628112,0.5693766187548193,0.4609077,,0.1797210165399941,0.08904429999999999,0.00039452,0.0005186,0.6984126984126985,1.0,,,0.28224699999999997,0.6999,0.7722974290133326,0.11870570000000001,1.0005415731222183,1.313981379201515,1.0050176056338027,1.0234459267669598,0.513551757918798,0.2851995423330692,0.3385387,0.5015830694884185,0.57676808382027,0.554435183807114,0.409,1.0,0.9409000000000001,0.88333,0.5709431176180362,0.7083200000000001,0.8285800000000001,0.043,0.14018173446321214,0.7113594729012819,0.9346209090909092
Lower middle income,Sub-Saharan Africa,,,0.5636363636,0.42069967849999995,0.47557473180000004,0.397,0.3,0.5710000000000001,0.5720000000000001,0.3,0.9,0.39740000000000003,0.4927619641780148,0.5688582852065748,0.5532839062382985,,,0.5325,,0.053200000000000004,0.0178,0.5725,,,0.43700000000000006,0.37863038712445984,0.1383,0.45268200000000003,0.368846,0.033823619,0.0,,0.168444694,0.02791234365,,0.04100943,,0.0827206441428264,0.08572583,0.2943232,0.1096954,0.6666666666666667,0.507482127770683,,,0.00871704,0.6327,0.3005748636791546,0.05853152,,,,,0.32633068466311077,0.6064646058076891,0.4923488,,,0.22576524284367702,0.308,0.75992,0.41371,0.48778,0.196421259002639,0.59381,0.8021300000000001,0.07517355387,0.03575796579138991,0.6095747973856208,0.9527300000000001
High income,East Asia & Pacific,1.2664903528173401,0.2988888888888889,0.8363636364,0.8019731374,0.5398091475,0.885,0.687,0.562,0.722,0.62,0.6667000000000001,0.6420999999999999,,,,0.6806955000000001,1.0,0.8136,,0.9472,1.0,0.7653,0.014885584307834572,1.0,0.6934,0.8172749527688594,0.19469999999999998,0.6568579,0.7266664,0.08626822472000001,0.757,1.0,0.4453700308,0.25487364889999997,0.3426026611834952,0.6531887999999999,0.8144712430426716,,0.380628,0.06242437,0.1055805,0.9841269841269841,1.0,0.444676409185804,0.8998330550918198,0.5508033,0.7956,0.6246756988926605,0.5619415,0.4369116546535901,1.2306611961495977,0.25985915492957756,0.9573091115526539,0.9533035811472731,0.6928372432764851,0.6281815000000001,0.8015330778203632,0.2684868023372961,0.9329637346827404,0.469,0.99518,0.9409000000000001,1.0,0.8144134884627006,0.7932000000000001,0.8959400000000001,0.04145323954,0.07910422733105123,0.7789521916433241,0.7414925000000001
High income,Middle East & North Africa,,,0.6181818182,0.462944272,0.5172146956,0.425,0.43799999999999994,0.521,0.7559999999999999,0.43,0.7176,0.38420000000000004,0.6667863241278452,,,,0.05740919,0.44380000000000003,0.15004864229896483,0.0113,,0.0349,,,0.4808,0.8362571978799663,0.3275,0.4090299,0.44016170000000004,,0.08933333333,,0.1184121985,0.01184567252,0.5294390952766959,0.3948198,,0.36632858313246286,0.34985010000000005,0.02048409,0.0239508,,1.0,,,0.8744569,0.6718000000000001,,0.045459940000000004,1.0430796801764544,0.18663405396875513,,,0.39381735060411444,0.04341415111811328,0.5438409,,,0.6251302277124572,0.424,,0.9409000000000001,,0.843368792190047,0.51629,0.8839400000000001,-0.0885527892,0.012605615850234324,0.6453094704609116,0.6028536363636363
Lower middle income,Europe & Central Asia,,,0.4727272727,0.3806845028,0.3205139637,0.242,0.252,0.521,0.72,0.27,0.7471,0.2658,,0.7354509107063526,0.8333707781022992,0.32741549999999997,,0.284,-0.06888486121137184,0.08529999999999999,0.0072,0.0453,,,0.48219999999999996,0.5617476343520214,0.0819,0.24361519999999998,0.4213035,0.4144834231,0.0,,0.1173563766,0.03023236497,,0.2931548,,0.3223320093826764,,,,0.126984126984127,0.9996732303734833,,,0.1136319,0.5365,-0.19966089520055177,0.00563053,,,,,0.3285076738870142,0.5844259650902104,0.40585709999999997,,,,0.35700000000000004,0.98747,0.82979,0.9055599999999999,0.09293419353504236,0.43371000000000004,0.6724800000000001,0.03610612695,0.2454744473709765,0.737233425515661,0.9667480000000002
High income,Europe & Central Asia,0.9630231161431368,0.4011111111111111,0.8181818182,0.6870471451,0.5144791603000001,0.873,0.647,0.626,0.7859999999999999,0.59,0.8706,0.6053000000000001,0.8375477365137012,0.5422034651266103,0.4214783194787688,0.3328436,0.2465052,0.6243,0.534443931438453,0.3002,0.0574,0.43450000000000005,0.8808703819978659,0.015600000000000001,0.7916,0.0,0.10310000000000001,0.46913629999999995,0.5952749,0.2779189214,0.09166666667,0.2511489351,0.3022379502,0.2168362297,0.33034460942288296,0.6283876,0.5918367346938774,0.2817518775423024,,0.17056159999999998,0.08074068000000001,0.9523809523809523,1.0,1.0292275574112737,0.5325542570951585,0.1465321,0.6942,0.45152616388594796,0.01251186,0.26400212690535274,0.5170743253905635,0.16192781690140853,0.1134260573374965,0.8096222923696527,0.8669288004814858,0.4839085,0.4615897350441591,0.4679629256498085,0.8334945676439944,0.611,0.9965600000000001,0.9409000000000001,1.0,0.712117156446467,0.75325,0.74165,0.040680738630000005,1.1506629306064502,0.8027902065826332,0.6774400000000002
High income,Europe & Central Asia,0.7149211380654613,0.33444444444444443,0.8545454545,0.7250698423,0.48490480580000006,0.877,0.685,0.602,0.7859999999999999,0.61,0.9941,0.7158,0.6432928112051016,0.7576632607729897,0.45892308844454427,0.5595703000000001,0.4269406,0.6509,0.6860269957888727,0.4203,0.1445,0.4978,0.9316849361123708,0.0435,0.8586,0.848909937183807,0.0694,0.5372811,0.5951292,0.1593643085,0.19366666670000002,0.3464026844,0.4138344459,0.238782055,,0.4701244,0.9628942486085341,0.34427342597595106,,0.4741489,0.3807768,0.9047619047619047,1.0,0.9457202505219211,1.0,0.08182518999999999,0.708,0.6479317341707839,0.024359890000000002,,,,,0.7617285294437791,0.8780125007486538,0.4395984,0.8115314114314282,0.4699778359862987,0.8645011658480923,0.5589999999999999,0.99366,0.9409000000000001,1.0,0.7377843257156224,0.85071,0.71681,0.05981032113,0.2646516396684031,0.7542451232492996,0.5818366666666668
High income,Europe & Central Asia,0.43199858243296874,0.08111111111111109,0.9090909091,0.8937996679,0.8969758351999999,0.968,0.897,0.568,0.7859999999999999,0.81,0.8588,1.0,1.0488910846114652,1.0131052865393158,0.9487006665168877,0.3298261,0.5639445,0.7041,0.6781379606095036,0.6344,0.1593,0.4857,0.8221687305280563,,0.8548,0.0,0.1578,0.6212827,0.4601591,1.0,0.0,0.4933168695,0.2898121741,0.6280029695,0.3220407679076296,0.09911702,0.5918367346938774,0.3999469769597335,0.2529313,0.17902450000000003,0.2812418,,1.0,0.6116910229645094,0.39899833055091827,0.09456965,0.7456999999999999,1.39522081443505,0.016049070000000002,0.17006380716058137,0.33686286886539385,,,0.9685425057145965,,0.6191919,0.8948508581903016,0.9354221237154947,0.9580170660316516,0.723,0.99628,0.9409000000000001,1.0,1.1199172132037025,0.7360899999999999,0.8257099999999999,0.05102455447,-0.8934497137355321,0.7574422346813726,0.3561525
Low income,Sub-Saharan Africa,,,0.6,0.2812242015,0.2920227846,0.41700000000000004,0.23800000000000002,0.562,0.6579999999999999,0.26,0.6175999999999999,,-0.08476372338767889,0.3867170146601509,0.6805961207219351,0.6634089,0.00225237,0.1568,,,,0.061900000000000004,-0.02319416709910852,,0.1837,0.2996136363904824,0.0216,0.3232758,0.2712604,0.05039273801,0.0,,0.12307203709999999,0.00275592907,,0.00977171,,0.1409731091556688,,,,,-0.14265768652001654,,,0.00251754,0.35969999999999996,0.3291634468485587,0.00823871,,,,,-0.05464242951997399,0.1832583586437276,0.3905229,,,-0.04436424071042334,0.28,0.0,0.0,0.18556,-0.1386139558622252,0.32975,0.9245300000000001,0.0440234,0.17914769468255068,0.5012044813258637,0.9960236363636364
Upper middle income,East Asia & Pacific,,,0.8363636364,0.7213177108,0.6219486396,0.654,0.516,0.58,0.83,0.48,0.8234999999999999,0.5947,0.5665123573356312,0.777654375832963,0.8618288025162886,0.9955788,0.2494805,0.5592,0.6301748511504265,0.4725,0.12,0.531,0.9497819251545684,0.0941,0.7119,0.563744409049592,0.2921,0.5360329,0.6401412999999999,0.19906830939999998,0.58,0.19048749350000002,0.250894153,0.046413683690000006,,0.26625509999999997,,0.5568121962366658,0.4386085,0.07452045,0.09303106,0.8095238095238095,1.0,,,0.2688675,0.7282,0.7119299362732456,0.2162063,,,,,0.6376401436812885,0.6691147141230016,0.5912647,0.361606398933511,0.5445295184364295,0.6256263332837226,0.35,1.0,0.92435,,0.5990903739169775,0.66695,0.85425,0.030921596500000002,0.2640075048586405,0.7038394257703081,0.7919063636363636
Low income,Sub-Saharan Africa,,,0.4181818182,0.2483718903,0.38713649910000003,0.326,0.26899999999999996,0.544,0.64,0.29,0.7529,0.2447,0.0875080910711725,0.19346956908040858,0.5577772785141916,,0.00504239,0.21600000000000003,0.1317652603454856,0.0097,,0.1278,-0.10852786548670273,,0.1913,0.3553753695480899,0.0213,0.396904,0.20584360000000002,,0.0,,0.07448211288,0.00037928058000000003,,,,0.1470300255999819,,0.05946276,0.0,0.11111111111111112,0.14749201466424822,,,0.00856023,0.4146,0.2733691784329392,0.0093586,,,,,-0.011102645041907153,0.042713393937898046,0.4453975,,,-0.04783697970928231,0.285,0.49945,0.75414,0.48889000000000005,-0.024731922969078723,0.47482,0.72323,0.03052613569,0.2916458895568438,0.5405131177248679,0.9926254545454545
High income,Middle East & North Africa,,,0.8,0.7209033201,0.5313642025,0.8690000000000001,0.574,0.627,0.7859999999999999,0.54,0.9529000000000001,0.8,0.9249807094849763,0.9731230564193691,0.8857934546543849,0.2619719,0.26232880000000003,0.6537999999999999,0.5255725728523825,0.726,0.11289999999999999,0.1889,0.8253180463461308,,0.7643000000000001,1.0489321636635818,0.3072,0.4304276,0.5843352,0.3316538604,0.0,0.6495204945,0.3480363923,0.3184066487,,0.4207108,,0.3086019251625876,0.1288665,0.2717655,0.44222839999999997,0.9365079365079364,1.0,,,0.1969754,0.5851,0.8775380285344845,0.00339706,,,,,0.7508435833242624,,0.48962330000000004,,,0.8845934414843478,0.752,0.9989,0.9409000000000001,,0.8097403397459407,0.58772,0.89622,0.102977636,2.053160749623551,0.7676950394491129,0.6614391666666667
Upper middle income,Sub-Saharan Africa,,,0.8909090908999999,0.6835587246999999,0.6036158403,0.87,0.5820000000000001,0.691,0.878,0.54,0.7587999999999999,0.4316,0.8431044674314065,0.6999111505997334,0.7180408896877106,0.4099416,0.0631628,0.41119999999999995,0.34899429835563306,0.050199999999999995,0.005699999999999999,0.2854,0.7661557472575086,,0.5440999999999999,,0.16399999999999998,0.36601730000000005,0.5471116,0.1785939883,0.0,0.050241558609999994,0.120051252,0.049780185020000006,,0.2779781,,0.3571160818175199,0.2334665,0.4020183,1.0,0.8571428571428572,0.99416556711705,,,0.1100549,0.6076,0.2961474727943053,0.00422244,,,,,0.7617285294437791,0.408401629830025,0.4884723,,,0.6593615121297811,0.44799999999999995,0.99628,0.85343,,0.515880762239927,0.50051,0.74894,0.03703611124,0.19266504324443032,0.6839502219887954,0.54329625
Upper middle income,Latin America & Caribbean,-0.32345395175853525,0.3433333333333334,0.5454545455,0.4636265736,0.2765440543,0.478,0.308,0.5770000000000001,0.768,0.31,0.9059,0.4053,0.3384383328149279,0.45779653487338945,0.517336928031154,0.5530142,0.03842967,0.22190000000000001,0.2864532277550325,0.21969999999999998,0.0167,0.20440000000000003,0.6715121387747952,0.0762,0.461,0.6379041498576272,0.1653,0.39106070000000004,0.7945045000000001,0.01815177462,0.4273333333,0.5756750849,0.10483767690000001,0.02543516158,,0.26807960000000003,0.3692022263450835,0.2149900067016333,0.1259511,0.03717827,0.1388657,,0.9896537321419537,0.11064718162839274,0.365609348914858,0.1315635,0.6659999999999999,0.49886344428331,0.6029195,,,,,0.6833569173832589,0.6578749831930467,0.5484752,0.1716380603232796,0.3531130364698772,0.5452572307387012,0.455,0.97906,0.82979,0.8322200000000001,0.5578914022557958,0.45305,0.86614,0.047205652980000005,0.20820416616425821,0.7020448249299721,0.9391263636363637
Upper middle income,Europe & Central Asia,,,0.6545454545,0.398887628,0.343589743,0.379,0.35600000000000004,0.466,0.7559999999999999,0.36,0.9059,,0.5355322513381401,0.35784095957352274,0.5053546019621059,0.5391236,0.08898799,0.6272,0.21391202266605372,0.1913,0.0115,0.1734,0.6688607919692156,,0.6888,0.9413588925577421,0.0929,0.3538462,0.5619621,0.1764857403,0.0,0.0724169054,0.0973093008,0.05538654516,,0.37295160000000005,,0.38619860738302786,,0.09225805,0.06977917,0.4285714285714286,1.0,,,0.1145267,0.7038,-0.1405157761981637,0.006165009999999999,,,,,0.4177642320670512,0.33663442895970525,0.3548387,,,0.6283549139256833,0.42700000000000005,0.9993099999999999,,0.21777999999999997,0.40156429049686004,0.7138599999999999,0.87248,0.139445896,0.16799197795380655,0.7393067079619726,0.955437
Lower middle income,East Asia & Pacific,,,0.7272727272999999,0.42298429820000005,0.3487234513,0.48700000000000004,0.37200000000000005,0.675,0.742,0.35,0.7353000000000001,0.2974,0.8025382246819893,0.7843180808529542,0.5712573953418708,0.4620734,0.03638795,0.2781,0.05021298775567861,0.09960000000000001,0.0022,0.0645,0.8693136234920601,,0.5952000000000001,0.0,0.1235,0.3145833,0.3651255,0.03782394606,0.0,,0.1857003551,0.03275102861,,0.44758200000000004,,0.1123504027468166,,,,0.9682539682539683,0.9672368184495199,,,0.1035976,0.569,0.48674890539947546,0.0075945,,,,,0.5527375639490585,0.02508054824065932,0.3734651,0.638226962172971,0.05490630666935321,0.45521406955400084,0.29600000000000004,0.9979300000000001,0.8983500000000001,0.58778,0.35656682680603363,0.6679200000000001,0.7739400000000001,0.016367695760000002,1.169712571456399,0.6351430273576097,0.940197
Upper middle income,Europe & Central Asia,,,0.7090909091,0.4937901912,0.4235936801,0.597,0.47,0.616,0.792,0.46,0.9412,0.3447,0.8706374612444914,0.8287427809862283,0.7494944956189621,0.3708167,0.08418995000000001,0.4201,,0.4673,0.049800000000000004,0.2646,0.6195069540574583,,0.5318,0.0,0.3754,0.4276175,0.5603989,,0.0,0.15061805420000002,0.46259968379999994,0.053818233869999996,,0.35599190000000003,,0.2226864778440341,,,,,1.0,,,0.27036709999999997,0.556,0.05754345461529058,0.0008494899999999999,,,,,0.5723304669641883,,0.4173533,,,0.6395172892791585,0.469,0.97493,0.9409000000000001,0.69889,0.5337000172270281,0.59467,0.36346000000000006,0.1243435899,0.9834597660483247,0.688076537815126,0.7456400000000001
Lower middle income,Middle East & North Africa,0.27007227190361843,-0.04333333333333336,0.6363636364,0.4905348979,0.5956284205,0.5710000000000001,0.387,0.47600000000000003,0.644,0.39,0.8765000000000001,,0.5780506983962823,0.25566414926699227,0.48738111285853364,0.3685524,,0.34619999999999995,,0.37,0.056100000000000004,0.45270000000000005,0.0057985417747770706,,0.4855,0.5730758880147206,0.1966,0.36197920000000006,0.5878906,0.05443421465,0.0,,0.2421442492,0.01642362683,0.49147867692125186,0.252786,0.40630797773654903,0.2569045758927277,0.20376080000000002,0.05078405,0.02317078,0.11111111111111112,1.0,0.444676409185804,0.5659432387312188,0.05141981,0.6342,0.3115147792501271,0.06607531,0.7642187561542401,0.575777181631687,0.8762764084507042,0.6831109849560034,0.5287906824861215,0.3898885226502498,0.425,,,,0.284,0.9972500000000001,0.90071,0.9,0.32149780338330436,0.5027900000000001,0.57933,0.07929667942,0.13935164306949516,0.6898078872549018,0.9742136363636363
Low income,Sub-Saharan Africa,,,0.5454545455,0.3409968768,0.40157298249999995,0.312,0.271,0.478,0.708,0.26,0.6255,,0.0587713896777741,0.8553976010661927,0.825881824309144,0.00195173,,0.0414,,0.0053,0.0003,0.21559999999999999,0.5037152393493118,,0.2687,,0.022000000000000002,0.3404193,0.369882,0.00886319207,0.0,,0.1968651955,0.0011132924800000001,,0.02213429,,0.07105099847481756,,0.07651143,0.012660119999999999,0.19047619047619047,-0.1966522719041958,,,0.02938378,0.4434,-0.3896312415210009,0.007551909999999999,,,,,-0.10689017089365416,0.12701482791837318,0.34956719999999997,,,-0.014597906434489345,0.317,0.17562,0.26241,0.14556000000000002,-0.12978596109317542,0.37512999999999996,0.86953,0.02363988418,2.6604726313152876,0.5357418151260505,0.9904990000000001
Upper middle income,Sub-Saharan Africa,,,0.7090909091,0.5077863243,0.5201421579000001,0.64,0.525,0.633,0.718,0.49,0.7254999999999999,0.31579999999999997,0.25899138300637176,0.7509995557529986,0.7914326368606306,0.1144059,,0.2692,,0.1368,0.0105,0.24710000000000001,0.8880888444191669,,0.4282,0.0,0.1106,0.395265,0.5104851,0.1264793809,0.0,,0.1903560946,,,0.13839,,0.2645951642662926,0.06982044,,,0.5396825396825397,0.2457344837969341,,,0.01931884,0.4656,0.13438919354938028,0.0034917,,,,,0.32633068466311077,0.20704958271290722,0.4251723,,,0.3259785682393212,0.509,0.66997,0.53191,0.52444,0.36965462214470446,0.36503,0.19067,0.0265605082,0.2747148614664151,0.6271652686741364,0.90104
Lower middle income,South Asia,,,0.5818181818,0.2936132567,0.339957118,0.376,0.34,0.515,0.578,0.33,0.5765,0.0447,0.46243705760910864,0.8553976010661927,0.9262338051374224,,,0.3077,,,,,0.5114863487986678,,0.4263,0.29188081654484743,0.0159,0.314614,0.3649779,,0.0,,0.2072990712,0.02261946049,,0.06468663000000001,,0.6502106288925878,,0.02170292,0.0026060299999999996,0.2698412698412699,0.8258378243895539,,,0.0093014,0.4201,-0.28934977938689915,0.02560844,,,,,0.41558724284314785,,0.37321350000000003,,,0.26123679118916493,0.28300000000000003,0.9082600000000001,0.88652,0.45222,0.0691053827512197,0.63711,0.8153900000000001,0.042469401409999996,0.04539229584725804,0.6617583280112045,0.98548
High income,Europe & Central Asia,0.5891917023215367,0.3255555555555556,0.8363636364,0.8961989989,0.7630596161,0.956,0.91,0.593,0.7859999999999999,0.82,0.9353,0.8131999999999999,0.653363573665194,0.9997778764993335,0.9052647345165881,0.3159485,0.6779077,0.787,0.8911864492808305,0.7123,0.40549999999999997,0.6552,0.9194527616916934,0.3336,0.9437000000000001,0.9107295659977853,0.5051,0.7012337,0.6915144999999999,0.3117163543,0.6813333333,0.8610538817,0.6264930759,0.4948071427,0.17375788370667658,0.5746072999999999,1.0371057513914654,0.4897964351349029,,0.2680767,0.3454273,1.0,1.0,0.8622129436325682,0.7662771285475792,0.34357,0.7735,0.7898520395307378,0.2410207,0.25691244239631333,0.5328546630897902,,,0.9445956242516599,0.9553974958804626,0.6849751000000001,1.0348275287452091,1.0200483578480757,0.9949769310909361,0.626,0.99738,0.9409000000000001,1.0,0.9325657140708998,0.76858,0.8822800000000001,0.04863219149,-0.6751454113773766,0.7985279880952382,0.4440175
High income,East Asia & Pacific,,,0.9636363636,0.8393495013000001,0.6317664782,0.878,0.968,0.715,0.904,0.88,0.8765000000000001,0.7605,1.0580285613217006,,,0.4568399,0.671284,0.6213000000000001,,0.6175999999999999,0.22089999999999999,0.5506,,0.0814,0.7923,0.8671777325573307,0.2329,0.5545987,0.5768759,0.5542108312,0.498,0.4343776186,0.715665111,0.3687166969,,0.5275531999999999,,0.6156999039008746,0.1919315,0.30933499999999997,0.06772353,0.9841269841269841,1.0,,,0.4327777,0.8523000000000001,0.4365885659373347,0.05080408,,,,,1.0403831501034069,0.40903679889977673,0.4868396,0.918180303282786,0.5787829941567602,0.9525599047477304,0.5670000000000001,0.9998600000000001,0.9409000000000001,1.0,0.8926157148838397,0.7099500000000001,0.86531,0.037140101200000004,0.12481925351505577,0.7830434971988793,0.671680909090909
Lower middle income,Sub-Saharan Africa,,,0.4545454545,0.2752954419,0.32498232520000003,0.24,0.225,0.736,0.68,0.24,0.8509,0.17629999999999998,0.36327540918964657,0.7465570857396712,0.816895079757358,,,0.1686,,,,,,,0.34340000000000004,0.2609694927293437,0.1067,0.2618957,0.22693860000000002,,0.0,,0.0806453459,0.01202174501,,0.05529064,,0.03706916838409008,0.03773495,0.1276529,0.1111936,0.126984126984127,0.23092742255189108,,,0.00637172,0.5753,0.5090169982899228,0.25400659999999997,,,,,0.07162294546641977,-0.01499033524672264,0.4248511,,,0.10198690281291842,0.28300000000000003,0.54793,0.65485,0.40778,0.20348827125615696,0.46218000000000004,0.64252,0.03647186541,0.08918591052277715,0.5423359112978524,0.9883945454545454
Upper middle income,Europe & Central Asia,,,0.7454545455,0.526801582,0.3257910013,0.589,0.401,0.527,0.778,0.39,0.8706,0.2974,0.6783441358432969,0.7976454908929365,0.8453531041713473,0.37621920000000003,0.08878983,0.3787,0.3575438418345832,0.2916,0.0262,0.2116,0.6868464445235755,,0.5529999999999999,,0.1328,0.33693219999999996,0.5990208,0.1368838118,0.0,0.3383193617,0.19135087380000002,0.06180873837,,0.2700586,,0.2529583188945149,,,,0.7619047619047619,1.0,,,0.125003,0.515,0.13966771447026427,0.00627655,,,,,0.7203657341896155,0.3605395692207425,0.41666670000000006,,,0.5923872600089297,0.5429999999999999,0.9720400000000001,0.9361700000000001,0.92889,0.44945539765316705,0.6793399999999999,0.38764000000000004,0.03964264171,0.36231123759888423,0.723075087980647,0.9156949999999999
High income,Europe & Central Asia,0.4667275941836691,0.058888888888888866,0.8909090908999999,0.9141569355999999,0.7071626186000001,0.9890000000000001,0.9620000000000001,0.6920000000000001,0.846,0.85,0.9470999999999999,,0.9104859789486017,,,0.396948,0.7684273,0.7959,0.8877814147519778,0.5345,0.325,0.9259999999999999,0.9208976313710264,0.1303,0.8436,0.8460577560733531,0.49310000000000004,0.6172884,0.5949233,0.11350604040000001,0.445,0.6219978508,0.708440136,0.5415377626,0.10535004646197038,0.5478291,0.48051948051948046,0.5669478816447878,0.2573483,0.18469570000000002,0.1217972,0.9841269841269841,1.0,0.9457202505219211,0.8998330550918198,1.0,0.878,0.839229993793683,0.08312214000000001,0.007001063452676359,0.4880385040239862,,,1.1797104604332207,0.5581268587972557,0.6456896000000001,0.9381769705049158,0.7601249244408623,1.0388822741479387,0.593,0.99628,0.9409000000000001,1.0,1.0465421766430543,0.61736,0.82961,0.03880936036,-0.02785034667266655,0.8234928578431372,0.6174166666666667
